Food_ID,Name,C_Type,Veg_Non,Describe,combined_features
4712,Prawn Stir fry,Thai,Non-Veg,prawn soup onion carrot spinach coriander olive oil turmeric,Prawn Stir fry prawn soup onion carrot spinach coriander olive oil turmeric
4713,Prawn Gravy,American,Non-Veg,prawn wrap peas capsicum ginger pepper butter coriander,Prawn Gravy prawn wrap peas capsicum ginger pepper butter coriander
4714,Chickpeas Curry,Mexican,Veg,chickpeas soup tomato ginger spinach olive oil salt butter,Chickpeas Curry chickpeas soup tomato ginger spinach olive oil salt butter
4715,Chicken Noodle bowl,Thai,Non-Veg,chicken bread carrot tomato capsicum pepper soy sauce salt,Chicken Noodle bowl chicken bread carrot tomato capsicum pepper soy sauce salt
4716,Paneer Pasta bowl,Mediterranean,Veg,paneer salad tomato carrot garlic coriander butter chili,Paneer Pasta bowl paneer salad tomato carrot garlic coriander butter chili
4717,Mushroom Fried rice,Indian,Veg,mushroom salad peas ginger carrot olive oil coriander butter,Mushroom Fried rice mushroom salad peas ginger carrot olive oil coriander butter
4718,Mutton Gravy,Mexican,Non-Veg,mutton noodles garlic ginger spinach soy sauce pepper coriander,Mutton Gravy mutton noodles garlic ginger spinach soy sauce pepper coriander
4719,Chicken Stir fry,American,Non-Veg,chicken salad capsicum tomato spinach soy sauce coriander pepper,Chicken Stir fry chicken salad capsicum tomato spinach soy sauce coriander pepper
4720,Potato Biryani,Italian,Veg,potato soup capsicum spinach ginger cumin coriander soy sauce,Potato Biryani potato soup capsicum spinach ginger cumin coriander soy sauce
4721,Potato Fried rice,Chinese,Veg,potato noodles peas capsicum tomato chili turmeric coriander,Potato Fried rice potato noodles peas capsicum tomato chili turmeric coriander
4722,Prawn Biryani,Mexican,Non-Veg,prawn wrap tomato capsicum spinach coriander olive oil soy sauce,Prawn Biryani prawn wrap tomato capsicum spinach coriander olive oil soy sauce
4723,Beans Stir fry,Mexican,Veg,beans bread garlic spinach ginger coriander turmeric chili,Beans Stir fry beans bread garlic spinach ginger coriander turmeric chili
4724,Egg Gravy,Mediterranean,Non-Veg,egg bread peas spinach onion butter chili turmeric,Egg Gravy egg bread peas spinach onion butter chili turmeric
4725,Chicken Noodle bowl,Chinese,Non-Veg,chicken salad tomato capsicum onion olive oil coriander pepper,Chicken Noodle bowl chicken salad tomato capsicum onion olive oil coriander pepper
4726,Chickpeas Soup,American,Veg,chickpeas soup spinach ginger capsicum turmeric chili cumin,Chickpeas Soup chickpeas soup spinach ginger capsicum turmeric chili cumin
4727,Prawn Stir fry,Chinese,Non-Veg,prawn wrap spinach capsicum garlic turmeric butter salt,Prawn Stir fry prawn wrap spinach capsicum garlic turmeric butter salt
4728,Mushroom Curry,American,Veg,mushroom rice ginger garlic carrot butter chili turmeric,Mushroom Curry mushroom rice ginger garlic carrot butter chili turmeric
4729,Prawn Stir fry,Mediterranean,Non-Veg,prawn pasta garlic carrot onion butter coriander pepper,Prawn Stir fry prawn pasta garlic carrot onion butter coriander pepper
4730,Lentils Soup,Thai,Veg,lentils noodles ginger capsicum spinach turmeric chili soy sauce,Lentils Soup lentils noodles ginger capsicum spinach turmeric chili soy sauce
4731,Potato Biryani,Chinese,Veg,potato salad tomato onion garlic cumin butter coriander,Potato Biryani potato salad tomato onion garlic cumin butter coriander
4732,Lentils Stir fry,Indian,Veg,lentils noodles garlic carrot ginger coriander cumin chili,Lentils Stir fry lentils noodles garlic carrot ginger coriander cumin chili
4733,Egg Curry,Japanese,Non-Veg,egg bread ginger garlic peas salt cumin turmeric,Egg Curry egg bread ginger garlic peas salt cumin turmeric
4734,Lentils Stir fry,Japanese,Veg,lentils bread capsicum garlic onion pepper cumin turmeric,Lentils Stir fry lentils bread capsicum garlic onion pepper cumin turmeric
4735,Prawn Curry,Japanese,Non-Veg,prawn pasta peas tomato garlic coriander butter pepper,Prawn Curry prawn pasta peas tomato garlic coriander butter pepper
4736,Tofu Fried rice,Italian,Veg,tofu salad capsicum garlic carrot salt olive oil chili,Tofu Fried rice tofu salad capsicum garlic carrot salt olive oil chili
4737,Mutton Biryani,Italian,Non-Veg,mutton wrap onion spinach capsicum salt chili cumin,Mutton Biryani mutton wrap onion spinach capsicum salt chili cumin
4738,Lentils Fried rice,Mediterranean,Veg,lentils salad spinach capsicum ginger olive oil coriander turmeric,Lentils Fried rice lentils salad spinach capsicum ginger olive oil coriander turmeric
4739,Mushroom Stir fry,Japanese,Veg,mushroom soup tomato onion spinach salt butter olive oil,Mushroom Stir fry mushroom soup tomato onion spinach salt butter olive oil
4740,Fish Soup,Japanese,Non-Veg,fish salad peas ginger onion turmeric butter coriander,Fish Soup fish salad peas ginger onion turmeric butter coriander
4741,Mutton Noodle bowl,Indian,Non-Veg,mutton noodles garlic tomato spinach pepper chili olive oil,Mutton Noodle bowl mutton noodles garlic tomato spinach pepper chili olive oil
4742,Chicken Pasta bowl,Chinese,Non-Veg,chicken soup tomato carrot ginger turmeric cumin olive oil,Chicken Pasta bowl chicken soup tomato carrot ginger turmeric cumin olive oil
4743,Tofu Curry,Indian,Veg,tofu pasta ginger garlic spinach soy sauce olive oil salt,Tofu Curry tofu pasta ginger garlic spinach soy sauce olive oil salt
4744,Beans Pasta bowl,Indian,Veg,beans wrap carrot ginger onion butter pepper soy sauce,Beans Pasta bowl beans wrap carrot ginger onion butter pepper soy sauce
4745,Paneer Masala,Thai,Veg,paneer rice capsicum onion garlic turmeric olive oil coriander,Paneer Masala paneer rice capsicum onion garlic turmeric olive oil coriander
4746,Potato Curry,Japanese,Veg,potato rice capsicum ginger carrot olive oil cumin butter,Potato Curry potato rice capsicum ginger carrot olive oil cumin butter
4747,Prawn Biryani,Japanese,Non-Veg,prawn noodles ginger carrot tomato cumin coriander soy sauce,Prawn Biryani prawn noodles ginger carrot tomato cumin coriander soy sauce
4748,Egg Masala,American,Non-Veg,egg noodles carrot onion capsicum turmeric olive oil chili,Egg Masala egg noodles carrot onion capsicum turmeric olive oil chili
4749,Beans Stir fry,American,Veg,beans rice ginger spinach capsicum salt soy sauce turmeric,Beans Stir fry beans rice ginger spinach capsicum salt soy sauce turmeric
4750,Fish Biryani,Mexican,Non-Veg,fish soup carrot ginger capsicum salt pepper butter,Fish Biryani fish soup carrot ginger capsicum salt pepper butter
4751,Prawn Biryani,Indian,Non-Veg,prawn rice ginger garlic tomato chili salt soy sauce,Prawn Biryani prawn rice ginger garlic tomato chili salt soy sauce
4752,Paneer Soup,Mexican,Veg,paneer rice spinach tomato capsicum salt coriander chili,Paneer Soup paneer rice spinach tomato capsicum salt coriander chili
4753,Egg Soup,Thai,Non-Veg,egg noodles spinach garlic capsicum pepper soy sauce olive oil,Egg Soup egg noodles spinach garlic capsicum pepper soy sauce olive oil
4754,Paneer Curry,Mexican,Veg,paneer pasta peas tomato spinach salt olive oil soy sauce,Paneer Curry paneer pasta peas tomato spinach salt olive oil soy sauce
4755,Fish Biryani,Mexican,Non-Veg,fish wrap capsicum tomato onion pepper soy sauce turmeric,Fish Biryani fish wrap capsicum tomato onion pepper soy sauce turmeric
4756,Potato Curry,American,Veg,potato pasta tomato peas carrot soy sauce chili olive oil,Potato Curry potato pasta tomato peas carrot soy sauce chili olive oil
4757,Mushroom Pasta bowl,Japanese,Veg,mushroom pasta ginger onion spinach pepper chili turmeric,Mushroom Pasta bowl mushroom pasta ginger onion spinach pepper chili turmeric
4758,Tofu Masala,Italian,Veg,tofu salad garlic capsicum spinach soy sauce olive oil chili,Tofu Masala tofu salad garlic capsicum spinach soy sauce olive oil chili
4759,Egg Pasta bowl,American,Non-Veg,egg noodles garlic capsicum tomato butter turmeric cumin,Egg Pasta bowl egg noodles garlic capsicum tomato butter turmeric cumin
4760,Potato Gravy,Italian,Veg,potato rice tomato capsicum peas soy sauce cumin salt,Potato Gravy potato rice tomato capsicum peas soy sauce cumin salt
4761,Tofu Stir fry,Italian,Veg,tofu pasta garlic ginger tomato salt chili turmeric,Tofu Stir fry tofu pasta garlic ginger tomato salt chili turmeric
4762,Chicken Gravy,Japanese,Non-Veg,chicken rice spinach capsicum garlic cumin olive oil turmeric,Chicken Gravy chicken rice spinach capsicum garlic cumin olive oil turmeric
4763,Mutton Noodle bowl,American,Non-Veg,mutton wrap onion ginger garlic pepper cumin salt,Mutton Noodle bowl mutton wrap onion ginger garlic pepper cumin salt
4764,Potato Stir fry,American,Veg,potato noodles tomato ginger garlic olive oil salt coriander,Potato Stir fry potato noodles tomato ginger garlic olive oil salt coriander
4765,Egg Biryani,Mexican,Non-Veg,egg noodles ginger tomato garlic salt olive oil soy sauce,Egg Biryani egg noodles ginger tomato garlic salt olive oil soy sauce
4766,Egg Masala,American,Non-Veg,egg noodles spinach carrot peas cumin butter coriander,Egg Masala egg noodles spinach carrot peas cumin butter coriander
4767,Lentils Gravy,American,Veg,lentils soup onion carrot spinach salt butter chili,Lentils Gravy lentils soup onion carrot spinach salt butter chili
4768,Egg Gravy,American,Non-Veg,egg rice capsicum spinach carrot olive oil soy sauce pepper,Egg Gravy egg rice capsicum spinach carrot olive oil soy sauce pepper
4769,Mutton Stir fry,Mediterranean,Non-Veg,mutton noodles onion capsicum spinach soy sauce chili pepper,Mutton Stir fry mutton noodles onion capsicum spinach soy sauce chili pepper
4770,Chicken Noodle bowl,Indian,Non-Veg,chicken soup garlic peas tomato turmeric butter pepper,Chicken Noodle bowl chicken soup garlic peas tomato turmeric butter pepper
4771,Beans Noodle bowl,Mediterranean,Veg,beans rice peas tomato carrot cumin butter olive oil,Beans Noodle bowl beans rice peas tomato carrot cumin butter olive oil
4772,Mutton Soup,American,Non-Veg,mutton wrap garlic tomato ginger chili cumin salt,Mutton Soup mutton wrap garlic tomato ginger chili cumin salt
4773,Mutton Noodle bowl,Chinese,Non-Veg,mutton bread tomato spinach capsicum turmeric chili soy sauce,Mutton Noodle bowl mutton bread tomato spinach capsicum turmeric chili soy sauce
4774,Fish Soup,Thai,Non-Veg,fish noodles spinach tomato onion butter chili soy sauce,Fish Soup fish noodles spinach tomato onion butter chili soy sauce
4775,Prawn Curry,Thai,Non-Veg,prawn rice carrot onion spinach coriander salt pepper,Prawn Curry prawn rice carrot onion spinach coriander salt pepper
4776,Tofu Noodle bowl,Thai,Veg,tofu rice onion ginger spinach chili olive oil pepper,Tofu Noodle bowl tofu rice onion ginger spinach chili olive oil pepper
4777,Fish Curry,Mexican,Non-Veg,fish salad tomato peas capsicum salt chili coriander,Fish Curry fish salad tomato peas capsicum salt chili coriander
4778,Prawn Curry,Mediterranean,Non-Veg,prawn noodles ginger tomato capsicum salt chili butter,Prawn Curry prawn noodles ginger tomato capsicum salt chili butter
4779,Lentils Soup,Chinese,Veg,lentils rice tomato capsicum carrot turmeric cumin chili,Lentils Soup lentils rice tomato capsicum carrot turmeric cumin chili
4780,Potato Masala,Mediterranean,Veg,potato salad garlic peas spinach butter pepper chili,Potato Masala potato salad garlic peas spinach butter pepper chili
4781,Chicken Stir fry,Indian,Non-Veg,chicken soup onion ginger capsicum chili olive oil coriander,Chicken Stir fry chicken soup onion ginger capsicum chili olive oil coriander
4782,Mushroom Curry,Thai,Veg,mushroom wrap onion spinach garlic chili butter pepper,Mushroom Curry mushroom wrap onion spinach garlic chili butter pepper
4783,Beans Gravy,Indian,Veg,beans wrap tomato carrot garlic cumin coriander chili,Beans Gravy beans wrap tomato carrot garlic cumin coriander chili
4784,Fish Soup,Japanese,Non-Veg,fish bread ginger carrot spinach cumin olive oil butter,Fish Soup fish bread ginger carrot spinach cumin olive oil butter
4785,Mutton Stir fry,Japanese,Non-Veg,mutton soup ginger carrot peas cumin salt soy sauce,Mutton Stir fry mutton soup ginger carrot peas cumin salt soy sauce
4786,Egg Curry,Thai,Non-Veg,egg noodles onion carrot capsicum turmeric olive oil chili,Egg Curry egg noodles onion carrot capsicum turmeric olive oil chili
4787,Tofu Soup,Thai,Veg,tofu wrap carrot ginger tomato olive oil salt butter,Tofu Soup tofu wrap carrot ginger tomato olive oil salt butter
4788,Mutton Pasta bowl,Thai,Non-Veg,mutton salad tomato carrot garlic cumin turmeric pepper,Mutton Pasta bowl mutton salad tomato carrot garlic cumin turmeric pepper
4789,Potato Pasta bowl,Mexican,Veg,potato pasta ginger peas capsicum butter olive oil pepper,Potato Pasta bowl potato pasta ginger peas capsicum butter olive oil pepper
4790,Mutton Curry,Mediterranean,Non-Veg,mutton noodles capsicum carrot spinach butter olive oil cumin,Mutton Curry mutton noodles capsicum carrot spinach butter olive oil cumin
4791,Egg Gravy,American,Non-Veg,egg noodles peas spinach ginger salt chili coriander,Egg Gravy egg noodles peas spinach ginger salt chili coriander
4792,Mushroom Fried rice,Mexican,Veg,mushroom wrap onion spinach ginger soy sauce butter cumin,Mushroom Fried rice mushroom wrap onion spinach ginger soy sauce butter cumin
4793,Egg Masala,American,Non-Veg,egg salad ginger capsicum carrot coriander chili turmeric,Egg Masala egg salad ginger capsicum carrot coriander chili turmeric
4794,Prawn Pasta bowl,Mexican,Non-Veg,prawn bread ginger peas tomato chili pepper olive oil,Prawn Pasta bowl prawn bread ginger peas tomato chili pepper olive oil
4795,Chicken Curry,Italian,Non-Veg,chicken noodles spinach ginger garlic cumin butter olive oil,Chicken Curry chicken noodles spinach ginger garlic cumin butter olive oil
4796,Prawn Curry,American,Non-Veg,prawn bread garlic spinach carrot olive oil cumin chili,Prawn Curry prawn bread garlic spinach carrot olive oil cumin chili
4797,Egg Soup,Japanese,Non-Veg,egg noodles garlic tomato capsicum olive oil coriander pepper,Egg Soup egg noodles garlic tomato capsicum olive oil coriander pepper
4798,Chicken Soup,Mexican,Non-Veg,chicken bread garlic carrot capsicum soy sauce turmeric olive oil,Chicken Soup chicken bread garlic carrot capsicum soy sauce turmeric olive oil
4799,Chickpeas Noodle bowl,Thai,Veg,chickpeas rice capsicum carrot spinach coriander salt olive oil,Chickpeas Noodle bowl chickpeas rice capsicum carrot spinach coriander salt olive oil
4800,Fish Noodle bowl,Mexican,Non-Veg,fish bread carrot onion tomato coriander salt butter,Fish Noodle bowl fish bread carrot onion tomato coriander salt butter
4801,Prawn Biryani,Mediterranean,Non-Veg,prawn rice peas capsicum spinach coriander salt cumin,Prawn Biryani prawn rice peas capsicum spinach coriander salt cumin
4802,Paneer Gravy,Thai,Veg,paneer soup capsicum ginger tomato turmeric pepper cumin,Paneer Gravy paneer soup capsicum ginger tomato turmeric pepper cumin
4803,Fish Gravy,Mexican,Non-Veg,fish noodles carrot peas ginger turmeric salt olive oil,Fish Gravy fish noodles carrot peas ginger turmeric salt olive oil
4804,Mutton Masala,Japanese,Non-Veg,mutton pasta capsicum garlic peas chili coriander butter,Mutton Masala mutton pasta capsicum garlic peas chili coriander butter
4805,Chickpeas Curry,Indian,Veg,chickpeas wrap capsicum onion garlic butter pepper soy sauce,Chickpeas Curry chickpeas wrap capsicum onion garlic butter pepper soy sauce
4806,Beans Fried rice,Thai,Veg,beans wrap tomato onion peas butter olive oil chili,Beans Fried rice beans wrap tomato onion peas butter olive oil chili
4807,Beans Gravy,American,Veg,beans salad spinach capsicum tomato cumin turmeric pepper,Beans Gravy beans salad spinach capsicum tomato cumin turmeric pepper
4808,Chicken Masala,Chinese,Non-Veg,chicken noodles peas onion carrot salt chili olive oil,Chicken Masala chicken noodles peas onion carrot salt chili olive oil
4809,Tofu Soup,Japanese,Veg,tofu soup spinach peas tomato pepper turmeric coriander,Tofu Soup tofu soup spinach peas tomato pepper turmeric coriander
4810,Mushroom Fried rice,American,Veg,mushroom wrap onion capsicum peas turmeric olive oil pepper,Mushroom Fried rice mushroom wrap onion capsicum peas turmeric olive oil pepper
4811,Paneer Fried rice,Italian,Veg,paneer rice ginger spinach peas butter soy sauce turmeric,Paneer Fried rice paneer rice ginger spinach peas butter soy sauce turmeric
4812,Egg Soup,Thai,Non-Veg,egg bread carrot onion ginger olive oil pepper salt,Egg Soup egg bread carrot onion ginger olive oil pepper salt
4813,Mutton Gravy,Mediterranean,Non-Veg,mutton noodles carrot ginger tomato coriander cumin pepper,Mutton Gravy mutton noodles carrot ginger tomato coriander cumin pepper
4814,Mutton Fried rice,Mexican,Non-Veg,mutton wrap tomato garlic spinach coriander soy sauce butter,Mutton Fried rice mutton wrap tomato garlic spinach coriander soy sauce butter
4815,Fish Biryani,American,Non-Veg,fish soup tomato ginger capsicum chili coriander cumin,Fish Biryani fish soup tomato ginger capsicum chili coriander cumin
4816,Egg Fried rice,Indian,Non-Veg,egg noodles garlic onion ginger soy sauce salt coriander,Egg Fried rice egg noodles garlic onion ginger soy sauce salt coriander
4817,Prawn Masala,Indian,Non-Veg,prawn salad ginger capsicum carrot salt olive oil soy sauce,Prawn Masala prawn salad ginger capsicum carrot salt olive oil soy sauce
4818,Mushroom Biryani,American,Veg,mushroom rice tomato garlic carrot cumin olive oil pepper,Mushroom Biryani mushroom rice tomato garlic carrot cumin olive oil pepper
4819,Potato Masala,American,Veg,potato bread garlic spinach carrot turmeric soy sauce salt,Potato Masala potato bread garlic spinach carrot turmeric soy sauce salt
4820,Prawn Masala,Italian,Non-Veg,prawn salad capsicum garlic peas soy sauce olive oil turmeric,Prawn Masala prawn salad capsicum garlic peas soy sauce olive oil turmeric
4821,Mushroom Noodle bowl,Chinese,Veg,mushroom bread spinach ginger carrot salt butter coriander,Mushroom Noodle bowl mushroom bread spinach ginger carrot salt butter coriander
4822,Paneer Masala,Japanese,Veg,paneer bread spinach onion carrot soy sauce coriander chili,Paneer Masala paneer bread spinach onion carrot soy sauce coriander chili
4823,Prawn Masala,Chinese,Non-Veg,prawn wrap tomato capsicum garlic turmeric coriander cumin,Prawn Masala prawn wrap tomato capsicum garlic turmeric coriander cumin
4824,Mushroom Fried rice,Indian,Veg,mushroom pasta garlic tomato onion chili coriander salt,Mushroom Fried rice mushroom pasta garlic tomato onion chili coriander salt
4825,Potato Curry,Thai,Veg,potato wrap peas onion ginger turmeric butter salt,Potato Curry potato wrap peas onion ginger turmeric butter salt
4826,Lentils Pasta bowl,Mediterranean,Veg,lentils bread garlic capsicum onion pepper cumin turmeric,Lentils Pasta bowl lentils bread garlic capsicum onion pepper cumin turmeric
4827,Beans Masala,Chinese,Veg,beans bread garlic tomato ginger olive oil cumin chili,Beans Masala beans bread garlic tomato ginger olive oil cumin chili
4828,Fish Soup,Japanese,Non-Veg,fish pasta garlic tomato capsicum pepper butter coriander,Fish Soup fish pasta garlic tomato capsicum pepper butter coriander
4829,Mutton Gravy,Thai,Non-Veg,mutton soup peas capsicum carrot turmeric olive oil soy sauce,Mutton Gravy mutton soup peas capsicum carrot turmeric olive oil soy sauce
4830,Potato Fried rice,Italian,Veg,potato rice spinach garlic ginger butter soy sauce coriander,Potato Fried rice potato rice spinach garlic ginger butter soy sauce coriander
4831,Egg Noodle bowl,Chinese,Non-Veg,egg rice spinach ginger garlic soy sauce chili pepper,Egg Noodle bowl egg rice spinach ginger garlic soy sauce chili pepper
4832,Fish Soup,Japanese,Non-Veg,fish rice spinach carrot onion salt coriander cumin,Fish Soup fish rice spinach carrot onion salt coriander cumin
4833,Tofu Biryani,Japanese,Veg,tofu salad onion tomato spinach cumin chili salt,Tofu Biryani tofu salad onion tomato spinach cumin chili salt
4834,Lentils Pasta bowl,Chinese,Veg,lentils soup capsicum tomato onion cumin chili olive oil,Lentils Pasta bowl lentils soup capsicum tomato onion cumin chili olive oil
4835,Chickpeas Masala,Indian,Veg,chickpeas noodles garlic onion tomato salt cumin turmeric,Chickpeas Masala chickpeas noodles garlic onion tomato salt cumin turmeric
4836,Chicken Biryani,Indian,Non-Veg,chicken bread capsicum ginger onion salt chili pepper,Chicken Biryani chicken bread capsicum ginger onion salt chili pepper
4837,Prawn Pasta bowl,Indian,Non-Veg,prawn rice tomato spinach peas pepper coriander soy sauce,Prawn Pasta bowl prawn rice tomato spinach peas pepper coriander soy sauce
4838,Mushroom Pasta bowl,American,Veg,mushroom salad capsicum onion carrot salt soy sauce olive oil,Mushroom Pasta bowl mushroom salad capsicum onion carrot salt soy sauce olive oil
4839,Egg Fried rice,Chinese,Non-Veg,egg noodles ginger tomato capsicum cumin salt butter,Egg Fried rice egg noodles ginger tomato capsicum cumin salt butter
4840,Prawn Noodle bowl,Thai,Non-Veg,prawn salad onion garlic spinach pepper cumin turmeric,Prawn Noodle bowl prawn salad onion garlic spinach pepper cumin turmeric
4841,Lentils Stir fry,Mexican,Veg,lentils bread onion capsicum peas turmeric soy sauce pepper,Lentils Stir fry lentils bread onion capsicum peas turmeric soy sauce pepper
4842,Mutton Curry,Chinese,Non-Veg,mutton rice ginger spinach tomato coriander cumin turmeric,Mutton Curry mutton rice ginger spinach tomato coriander cumin turmeric
4843,Chickpeas Curry,Japanese,Veg,chickpeas wrap capsicum peas ginger soy sauce olive oil coriander,Chickpeas Curry chickpeas wrap capsicum peas ginger soy sauce olive oil coriander
4844,Fish Noodle bowl,Mediterranean,Non-Veg,fish soup capsicum garlic carrot cumin olive oil coriander,Fish Noodle bowl fish soup capsicum garlic carrot cumin olive oil coriander
4845,Chicken Stir fry,Japanese,Non-Veg,chicken pasta peas carrot tomato cumin soy sauce olive oil,Chicken Stir fry chicken pasta peas carrot tomato cumin soy sauce olive oil
4846,Fish Gravy,Mediterranean,Non-Veg,fish bread peas ginger carrot turmeric olive oil cumin,Fish Gravy fish bread peas ginger carrot turmeric olive oil cumin
4847,Prawn Soup,Chinese,Non-Veg,prawn pasta peas carrot capsicum soy sauce coriander olive oil,Prawn Soup prawn pasta peas carrot capsicum soy sauce coriander olive oil
4848,Chicken Soup,Japanese,Non-Veg,chicken soup spinach onion carrot soy sauce coriander turmeric,Chicken Soup chicken soup spinach onion carrot soy sauce coriander turmeric
4849,Mushroom Biryani,Japanese,Veg,mushroom bread peas capsicum carrot cumin olive oil salt,Mushroom Biryani mushroom bread peas capsicum carrot cumin olive oil salt
4850,Prawn Soup,American,Non-Veg,prawn noodles carrot spinach onion chili butter olive oil,Prawn Soup prawn noodles carrot spinach onion chili butter olive oil
4851,Beans Curry,Mediterranean,Veg,beans soup spinach onion ginger coriander cumin chili,Beans Curry beans soup spinach onion ginger coriander cumin chili
4852,Beans Fried rice,Italian,Veg,beans rice ginger tomato garlic soy sauce olive oil coriander,Beans Fried rice beans rice ginger tomato garlic soy sauce olive oil coriander
4853,Lentils Pasta bowl,Mediterranean,Veg,lentils rice peas capsicum garlic chili olive oil pepper,Lentils Pasta bowl lentils rice peas capsicum garlic chili olive oil pepper
4854,Potato Masala,Mediterranean,Veg,potato wrap peas capsicum carrot soy sauce chili cumin,Potato Masala potato wrap peas capsicum carrot soy sauce chili cumin
4855,Mutton Stir fry,Indian,Non-Veg,mutton pasta carrot onion ginger pepper salt olive oil,Mutton Stir fry mutton pasta carrot onion ginger pepper salt olive oil
4856,Prawn Curry,American,Non-Veg,prawn salad capsicum tomato garlic pepper olive oil butter,Prawn Curry prawn salad capsicum tomato garlic pepper olive oil butter
4857,Mushroom Pasta bowl,Italian,Veg,mushroom bread spinach onion carrot coriander salt cumin,Mushroom Pasta bowl mushroom bread spinach onion carrot coriander salt cumin
4858,Potato Curry,Chinese,Veg,potato wrap capsicum ginger spinach cumin olive oil coriander,Potato Curry potato wrap capsicum ginger spinach cumin olive oil coriander
4859,Egg Soup,Italian,Non-Veg,egg pasta spinach ginger garlic salt chili pepper,Egg Soup egg pasta spinach ginger garlic salt chili pepper
4860,Tofu Noodle bowl,Indian,Veg,tofu rice tomato capsicum peas salt turmeric pepper,Tofu Noodle bowl tofu rice tomato capsicum peas salt turmeric pepper
4861,Chicken Noodle bowl,Indian,Non-Veg,chicken pasta onion tomato carrot turmeric soy sauce cumin,Chicken Noodle bowl chicken pasta onion tomato carrot turmeric soy sauce cumin
4862,Paneer Stir fry,Italian,Veg,paneer pasta capsicum carrot peas olive oil coriander butter,Paneer Stir fry paneer pasta capsicum carrot peas olive oil coriander butter
4863,Beans Pasta bowl,Thai,Veg,beans rice capsicum tomato spinach turmeric butter chili,Beans Pasta bowl beans rice capsicum tomato spinach turmeric butter chili
4864,Potato Masala,Italian,Veg,potato noodles carrot ginger capsicum coriander cumin soy sauce,Potato Masala potato noodles carrot ginger capsicum coriander cumin soy sauce
4865,Mutton Soup,Thai,Non-Veg,mutton pasta onion garlic capsicum salt cumin chili,Mutton Soup mutton pasta onion garlic capsicum salt cumin chili
4866,Paneer Soup,American,Veg,paneer soup spinach carrot garlic chili olive oil turmeric,Paneer Soup paneer soup spinach carrot garlic chili olive oil turmeric
4867,Prawn Stir fry,Mediterranean,Non-Veg,prawn salad tomato carrot capsicum coriander chili butter,Prawn Stir fry prawn salad tomato carrot capsicum coriander chili butter
4868,Beans Stir fry,American,Veg,beans noodles peas garlic capsicum turmeric pepper cumin,Beans Stir fry beans noodles peas garlic capsicum turmeric pepper cumin
4869,Egg Biryani,Mediterranean,Non-Veg,egg wrap tomato onion garlic olive oil butter salt,Egg Biryani egg wrap tomato onion garlic olive oil butter salt
4870,Egg Soup,Mediterranean,Non-Veg,egg noodles spinach tomato garlic pepper salt soy sauce,Egg Soup egg noodles spinach tomato garlic pepper salt soy sauce
4871,Prawn Curry,Japanese,Non-Veg,prawn rice peas garlic ginger turmeric chili olive oil,Prawn Curry prawn rice peas garlic ginger turmeric chili olive oil
4872,Chickpeas Gravy,Italian,Veg,chickpeas wrap onion peas capsicum turmeric butter chili,Chickpeas Gravy chickpeas wrap onion peas capsicum turmeric butter chili
4873,Mushroom Gravy,Mediterranean,Veg,mushroom noodles spinach peas garlic olive oil turmeric soy sauce,Mushroom Gravy mushroom noodles spinach peas garlic olive oil turmeric soy sauce
4874,Prawn Curry,Mexican,Non-Veg,prawn salad ginger onion peas cumin soy sauce pepper,Prawn Curry prawn salad ginger onion peas cumin soy sauce pepper
4875,Mutton Curry,Chinese,Non-Veg,mutton soup capsicum ginger carrot salt butter turmeric,Mutton Curry mutton soup capsicum ginger carrot salt butter turmeric
4876,Egg Soup,Japanese,Non-Veg,egg soup capsicum spinach carrot chili salt soy sauce,Egg Soup egg soup capsicum spinach carrot chili salt soy sauce
4877,Mushroom Pasta bowl,American,Veg,mushroom rice onion carrot garlic turmeric chili coriander,Mushroom Pasta bowl mushroom rice onion carrot garlic turmeric chili coriander
4878,Chickpeas Soup,Mexican,Veg,chickpeas rice carrot onion garlic cumin olive oil salt,Chickpeas Soup chickpeas rice carrot onion garlic cumin olive oil salt
4879,Chicken Masala,American,Non-Veg,chicken pasta ginger tomato capsicum butter turmeric chili,Chicken Masala chicken pasta ginger tomato capsicum butter turmeric chili
4880,Mushroom Stir fry,American,Veg,mushroom rice garlic capsicum carrot coriander pepper soy sauce,Mushroom Stir fry mushroom rice garlic capsicum carrot coriander pepper soy sauce
4881,Chickpeas Fried rice,Chinese,Veg,chickpeas soup capsicum garlic ginger soy sauce coriander butter,Chickpeas Fried rice chickpeas soup capsicum garlic ginger soy sauce coriander butter
4882,Potato Stir fry,Thai,Veg,potato salad tomato onion garlic soy sauce butter cumin,Potato Stir fry potato salad tomato onion garlic soy sauce butter cumin
4883,Mushroom Noodle bowl,Thai,Veg,mushroom noodles tomato spinach onion chili butter soy sauce,Mushroom Noodle bowl mushroom noodles tomato spinach onion chili butter soy sauce
4884,Chicken Curry,Japanese,Non-Veg,chicken wrap garlic tomato onion pepper chili soy sauce,Chicken Curry chicken wrap garlic tomato onion pepper chili soy sauce
4885,Chickpeas Soup,Japanese,Veg,chickpeas noodles spinach ginger capsicum soy sauce chili salt,Chickpeas Soup chickpeas noodles spinach ginger capsicum soy sauce chili salt
4886,Chicken Biryani,Indian,Non-Veg,chicken wrap tomato garlic spinach turmeric chili butter,Chicken Biryani chicken wrap tomato garlic spinach turmeric chili butter
